,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,tweetSource,tweetCreated,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone
73,931977606748147712,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 20:09:11,4865424515,ESchewel,ESchewel,2016-01-30 23:20:46,"Wenn etwas wichtig genug ist, dann mach es, auch wenn alle Chancen gegen dich stehen. -Elon Musk-",5,102,,
74,931976624328888320,@SnazzyQ Must be a reason behind it. I’m pretty sure Samsung Pay is not supported in Canada. Only #ApplePay &amp; #AndroidPay,0,0,Tweetbot for iΟS,2017-11-18 20:05:17,391192221,danieltbratt,Daniel Bratt,2011-10-15 05:56:02,#Explorer,24,167,"Amherstburg, ON",Eastern Time (US & Canada)
75,931968438070755328,@JeffreeStar Tried to pay with ApplePay and the order didn’t go thru. Had a panic attack and tried again. Got 2 ord… https://t.co/eOGZovrYs3,1,7,Twitter for iPhone,2017-11-18 19:32:45,78153289,ishaconde,Alicia Conde,2009-09-28 23:25:22,karma chameleon. Warrior Princess.,4,10,the ghetto ,Pacific Time (US & Canada)
76,931967273455312896,@Target plz get set up with ApplePay already.,0,1,Twitter for iPad,2017-11-18 19:28:07,239243181,_JesusSon,Lexus LFA Nate,2011-01-17 04:47:26,My Bachelors Degree Is Proof I'm Broke. ☕️,1277,2617,"77(3)12 , IL",Central Time (US & Canada)
77,931963935682646016,When you find out @GiantEagle takes #ApplePay. https://t.co/jUkzVjB6AS,0,1,Twitter for iPhone,2017-11-18 19:14:51,1064124168,abowlb,A. Bowlby,2013-01-05 22:15:10,Listening.,4,3,United States,
78,931960336600756224,"@AccentureDACH Reach “pure status”?  Lol, Our greedy banking Kartell &amp; Post Finance won’t even allow customers to u… https://t.co/GQM2g8oWBq",0,0,Twitter for iPhone,2017-11-18 19:00:33,19788537,RobertWalter,Trump is dismantling the ship of state in flight.,2009-01-30 21:05:43,"Study for knowledge & reflect for understanding. As these increase so may tolerance, compassion & growth as a force for good. (Or just do opposite of Trump!)",238,421,Switzerland (really!),Bern
79,931959250661896192,@Polidalberg @RevolutApp @kulivnk @Applekrk Fully agree. I had the same reason getting Revolut card a few months ag… https://t.co/91pma9UMC2,0,1,Tweetbot for iΟS,2017-11-18 18:56:14,282720971,Darkman133,Darecki,2011-04-15 19:43:02,,10,52,"Tychy, Poland",Warsaw
80,931955089513766912,"@CityofVancouver RE parking tickets. Why don't you add a QR code, once photographed opens a page on my phone that a… https://t.co/BG5y6tigNl",0,1,Twitter for iPhone,2017-11-18 18:39:42,3169323523,RyanIChisholm,Ryan Chisholm,2015-04-23 22:42:12,"Follow me on my search to change the world and impact millions of people by selling disruptive, simple, technology.",233,136,"San Francisco, CA",
81,931953750499053568,Used #ApplePay For the first time today #Amazing,1,0,Twitter for iPhone,2017-11-18 18:34:23,880226326833238016,cloudn9nee95,Kollin CloudN9 Oakes,2017-06-29 00:48:04,"R.I.P. Lucas Blaise 12.10.15 - 05.24.17 🚼 God comes before everything🙏 Then family, SALUTE MI FAMILIA 👍👏💜 God is my Shepherd and I am doing his work!",48,120,"Georgia, USA",
82,931951756627578881,@santanderukhelp Do you automatically remove cards from #ApplePay when a phone has been restored to default? I got… https://t.co/oJD1DSILNN,0,0,Twitter for iPhone,2017-11-18 18:26:28,925376473,markig106,Mark Gillespie,2012-11-04 13:36:59,,283,920,"Cookstown, Norn Iron",London
83,931951745126752256,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Tweetbot for iΟS,2017-11-18 18:26:25,586284481,MudgeeMac,MudgeeMac.com,2012-05-21 05:44:20,"Helping you realise the full value in your Macintosh, iPad and iPhone. Follow me for Apple tips and tricks",143,156,"Mudgee, NSW, AUSTRALIA",
84,931949884890124288,@RevolutApp Two features I’m waiting for eagerly: #Bitcoin and #ApplePay - this will make me replace my other bank… https://t.co/vERi0pyQob,0,0,Twitter for iPhone,2017-11-18 18:19:02,892426221371490304,SVENVDKNESEBECK,DCONOMY,2017-08-01 16:46:06,"Analytics Expert, Scrum Master, Crypto Enthusiast, Master Business & Economics, Hoppy Blogger",55,112,"London, England",
85,931948361346961408,Why doesn’t Wallet/#ApplePay preempt everything else on iOS? Horrific UX waiting into the tens of seconds for Apple… https://t.co/zT37DsAlqC,0,0,Twitter for iPhone,2017-11-18 18:12:58,2679991,kennethmac2000,Kenneth MacArthur,2007-03-28 15:51:41,"Scottish European. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺 .scot | .stockholm | .berlin | .london ❤️ cities, coffee, EDM, the EU, politics, sun, tech & travel. Cloud-native. @theSNP",1203,4760,London,London
86,931947560922697730,"@Polidalberg @kulivnk @Applekrk Still working on this feature, but unfortunately there is no specific date set. We'… https://t.co/6l41u6fZ9e",0,2,TweetDeck,2017-11-18 18:09:47,2676313880,RevolutApp,Revolut,2014-07-24 09:15:51,"Instantly spend and send money globally, pay zero fees!

Need help? In-App support chat is available: Mon-Fri: 8am - 10pm UKT, Sat-Sun: 12pm - 6pm UKT",29106,1934,Global,London
87,931947371868688384,ApplePay &amp; FaceID is the least convenient idea Apple has had since putting the charging port underneath the Magic Mouse. #iPhoneX,0,0,Twitter for iPhone,2017-11-18 18:09:02,23907788,abouraya,Adam Abouraya,2009-03-12 05:40:28,UXE at Alphabet's G in NYC. Ex-Apple. House music lover exploring the world in search of great food with my lovely wife @TruffleTina.,264,881,"New York, NY",Eastern Time (US & Canada)
88,931939698406232064,ApplePay  🤟🏼,0,2,Twitter for iPhone,2017-11-18 17:38:33,1255467372,klln_mrc,Pepsi Cola,2013-03-09 22:03:04,life imitates art,941,231,"Le Mans, France",Pacific Time (US & Canada)
89,931938877379698689,"Hey @ChickfilA why doesn’t your app use ApplePay?!? Dumb, dumb, dumb.",0,0,Twitter for iPhone,2017-11-18 17:35:17,18260885,stephencollie,stephencollie,2008-12-20 04:14:33,"Turns out not where but who you're with that really matters. -Best of What's Around, DMB",193,402,"Charlotte, NC",Eastern Time (US & Canada)
90,931935732654116866,@bbcicecream Frenzy is so fucked up with the ApplePay only,0,2,Twitter for iPhone,2017-11-18 17:22:47,2773890196,theyeezywolf,Lars,2014-09-17 19:40:11,Instagram Legit Check: https://t.co/MQvaIvphuw,103,95,Germany,Pacific Time (US & Canada)
91,931930131819630597,RT @golm: Amazed that @Apple still doesn’t accept #ApplePay for #AppleCare+ https://t.co/VKXcLhZoGf,2,0,Twitter for iPhone,2017-11-18 17:00:32,242888232,JumpingJeff63,Jeff Meredith,2011-01-25 20:45:08,"Software Developer, GIS, Security, Geophysics, Apple Pay fan, Mtn Peak bagger, Cord cutter",446,685,,
92,931929058115403776,Amazed that @Apple still doesn’t accept #ApplePay for #AppleCare+ https://t.co/VKXcLhZoGf,2,7,Twitter for iPhone,2017-11-18 16:56:16,22816050,golm,brandon l golm,2009-03-04 18:59:45,"VP, Engineering @BigCommerce. This is mostly where I tweet about flying and iPhones.",234,295,,Pacific Time (US & Canada)
93,931926348204998658,RT @JIM_E824: Using #ApplePay on the #iPhoneX is simply amazing.,1,0,Twitter Web Client,2017-11-18 16:45:30,590973748,ChChable,Chable Christophe,2012-05-26 14:38:20,,436,540,Somewhere in Europe,Paris
94,931926254189776896,#Bitcoin #MobilePay and #ApplePay- What does M-Commerce mean for the future of cash? https://t.co/dMBPrWnxU0 https://t.co/2aKbxdkvrm,0,0,Hootsuite,2017-11-18 16:45:08,348746667,BeantownMV,BMV,2011-08-04 23:01:12,"Digital marketing, PR, and growth-hacking for venture-backed #startups. Listen to us talk tech & growth: https://t.co/1yG5k4OCjz",498,1092,Boston ✈ LA,Eastern Time (US & Canada)
95,931921081849479168,@ylimenerual Hi Lauren. We are experiencing issues with ApplePay today. Are you able to pay with another method? -Jamie,0,0,Conversocial,2017-11-18 16:24:34,20767880,thetrainline,trainline,2009-02-13 12:56:44,Follow us for Trainline good times! We’re here 8am-8pm Mon-Fri & 9am-5pm Sat-Sun. Looking for European trains? You need @trainline_eu,36104,7557,United Kingdom,London
96,931917958988943360,"I just love #Applepay especially from my watch. 
Ok breakfast done, time for adventure!",0,1,Twitter for iPhone,2017-11-18 16:12:10,30538202,DukeofDevereaux,James Devereaux,2009-04-11 22:17:40,"9th Duke of Devereaux, KCVO, GBE. English gentlemen, living the American Dream. Avid traveler and adventurer of the great wide beautiful Commonwealth.",302,682,"Devonshire, United Kingdom",Mountain Time (US & Canada)
97,931915450149163010,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 16:02:12,367429105,alectello,Alec Tello,2011-09-03 23:34:54,,62,55,,
98,931911701724721154,#ICYMI #Fintech #innovation huge from #ApplePay to #Blockchain &amp; Co. This do-read says #biometric #security also key https://t.co/igobJh5jJO,0,1,Twitter for Android,2017-11-18 15:47:18,2902127424,EdKennedy01,Ed Kennedy,2014-11-17 00:12:15,"Journalist, Ghostwriter, Web Designer. Email: enquiries@edkennedy.co",1309,1303,"Melbourne, Australia",Canberra
99,931911494115008512,RT @newmanhaley: @Target plz get set up with ApplePay already,3,0,Twitter for iPhone,2017-11-18 15:46:28,83789027,G33K_SQUAD,Irvin Keith ,2009-10-20 07:14:01,"Saved by christ.....@lakers fan, Musician🎺 and #TeamApple...Roll Tide @Snapchat: ikeith90",372,401,"birmingham, Alabama",Central Time (US & Canada)
100,931897266566324225,"Waved my #note8 over the credit card machine at @SmoothieKing like a Jedi and cashier says ""oh we don't have AppleP… https://t.co/V79fYQ3Tf5",0,1,Twitter for Android,2017-11-18 14:49:56,16453959,thaDEVILhimself,Michael Garcia,2008-09-25 17:21:20,🚫A T H E I S T 🏆1st place 🚴‍♂️Bike Rodeo 😎 (1st grade),137,286,"Hell, TX (San Antonio,TX)",America/Chicago
101,931895648906964992,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 14:43:31,97963389,osmiumleung,Osmium Leung,2009-12-19 19:15:22,"Pause and Resume.
Also follow me on instagram: osmiumleung",40,152,Hong Kong,Hong Kong
102,931894709362003968,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter Web Client,2017-11-18 14:39:47,1627026078,javitomontiel,Javito,2013-07-28 04:42:02,Marketing & Applefan @jacmotorspy @autologicpy @aijuee,205,21,"Asuncion, Paraguay",Atlantic Time (Canada)
103,931892703306141696,I love to shop more at @Pressbyran an 7-11 due to amazing #applepay . Waiting for more shops!! https://t.co/sZtiHWGJCS,0,0,Twitter for iPhone,2017-11-18 14:31:48,79121961,renjithr2081,Renjith R,2009-10-02 07:25:36,Founder Search Indie- Discover India in Europe https://t.co/s1gLkRsuBZ :) @searchindie. #SUS17 batch #startupschool,321,1085,"Stockholm, Sweden",Copenhagen
104,931891144409141248,"RT @hansemannnn: #ApplePay for #Titanium 2.0.0: Now with @braintree integration, improved production build-settings and more! 

https://t.c…",3,0,Twitter for iPhone,2017-11-18 14:25:37,471487732,adamtarmstrong,Aᴅᴀᴍ Aʀᴍsᴛʀᴏɴɢ,2012-01-22 22:47:08,Cross-Platform Mobile Developer | Full-time @AmWINS | Freelance @implicitli | @AppcDev Titan | Ice Hockey Goalie/Dad/Coach,132,209,"Prosper, TX",Central Time (US & Canada)
105,931890014056742913,"RT @hansemannnn: #ApplePay for #Titanium 2.0.0: Now with @braintree integration, improved production build-settings and more! 

https://t.c…",3,0,Twitter for iPhone,2017-11-18 14:21:07,92947928,Macasfaj,Miguel Ángel Castaño,2009-11-27 11:02:58,Ingeniero en Informática. Intentando cambiar el mundo y hacerlo más sencillo. Titanium Appcelerator Developer.,417,444,Écija,Madrid
106,931887418692730880,"RT @ShopKeep: Okay, #ApplePay: Here's all you'll need to know. https://t.co/pfeJ03HpiM",1,0,Twitter for iPad,2017-11-18 14:10:48,18118845,olkie,David Olk,2008-12-14 16:58:20,co-founder @ShopKeep and @VorayApp. EIR @columbia_biz. failing forward @Inc,994,437,New York,Central Time (US & Canada)
107,931884946494513152,"Okay, #ApplePay: Here's all you'll need to know. https://t.co/pfeJ03HpiM",1,0,Hootsuite,2017-11-18 14:00:59,19862363,ShopKeep,ShopKeep,2009-02-01 15:28:23,"iPad point of sale with reporting, analytics and 24/7 support that help grow your business. Contact us today to get a FREE Quote!",7560,987,New York City,Eastern Time (US & Canada)
108,931880011044409344,"#ApplePay for #Titanium 2.0.0: Now with @braintree integration, improved production build-settings and more! 

https://t.co/aBrbUXp98b",3,9,Twitter Web Client,2017-11-18 13:41:22,50331691,hansemannnn,Hans Knöchel,2009-06-24 15:15:01,iOS Engineer @appcelerator | Titanium Core-Team | Skateboarding | MSc. Computer Science (wip),381,239,"Osnabrück, Germany",Berlin
109,931874363334373376,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 13:18:56,800084211528966145,Dav_from_yt,David Laurent,2016-11-19 21:11:55,Je fais des videos sur youtube alors... Abonnez vous !,24,62,Provence-Alpes-Côte d'Azur,Paris
110,931855648597295106,"Calling it now, 2018 will be the year of the $AAPL iPhone X-S.

Or by its full name, the iPhone-X-SJW, which will r… https://t.co/y8emqxd8cp",0,0,Gab.ai,2017-11-18 12:04:34,2817323221,z31r4m,Bad Uncle Leo...,2014-09-18 16:24:30,"On Dec 18th every BluChek becomes an unpaid Twemployee. Fire them, #BlockABluChekEveryDay",414,250,🥓 🍆 Blockbot Level 1 🍆 🥓,Arizona
111,931855534415900672,@CapitalOneUK @george_street @CapitalOneUK  will you be bringing in Applepay in the next six months? I think I am g… https://t.co/MQy5moVvXv,0,0,Twitter for iPad,2017-11-18 12:04:07,948517620,MalcolmBell14,Malcolm Bell,2012-11-14 21:24:04,,6,34,,
112,931854693122301952,How to Send and Receive Money Via #iMessage with #ApplePay https://t.co/I8ODUufYTr,0,0,Twitter Web Client,2017-11-18 12:00:46,3633737359,Indabaa,Indabaa,2015-09-21 03:40:17,"Indabaa deals with #iPhone #Android #smartphones #Mac  #wearables #AppleWatch, #VR & #tech. Latest technology news & rumors.",645,726,"Ahmadabad City, Gujarat",
113,931853943017160705,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 11:57:47,1364728435,NicolasLacour19,Nicolas Lacour,2013-04-19 15:39:42,22 years old | Junior Graphic Designer at GREY 🇲🇺 | Chelsea FC Fan | Dream to travel the 🌎 |    iPhone 6s,151,524,Mauritius,Abu Dhabi
114,931850332321341441,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter Web Client,2017-11-18 11:43:26,926868391792652288,RepairitUk,I-RepairIT UK,2017-11-04 17:46:59,"We are a laptop, mobile phone and PC repairing shop. We are partners with @laptopdoctor122. Pop in: 122 Queens RD Brighton BN1 3WB",0,19,"Pop in: 122 Queens RD Brighton, England BN1 3WB",
115,931848757959974912,"RT @2composers: My first ApplePay on the new iPhone!
#ShareTheMeal https://t.co/1jI5EHAEq4",1,0,Twitter for iPhone,2017-11-18 11:37:11,33937586,SebStricker,Sebastian Stricker,2009-04-21 15:30:48,Social innovation & Founder of @ShareTheMealOrg,252,69,"Berlin, Germany",Amsterdam
116,931845031631007745,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 11:22:23,903373255867813889,Zayn_Aussie,Zayn Aussie,2017-08-31 21:45:42,"🇦🇺 Love Australia ♌ Out going extrovert fun loving open minded, friendly, like to travel & meet people. Welcome to my 🌏",18,34,"Adelaide, South Australia",Abu Dhabi
117,931842268985724928,@greateranglia @AppleSupport why does applepay never seen to work with your contactless terminals at Harlow town ?… https://t.co/LDigT3kHF2,0,0,Twitter for iPhone,2017-11-18 11:11:24,479477646,neil_goodgame,Neil,2012-01-31 12:31:48,,20,153,"Harlow, UK",
118,931836417382273024,RT @Eckoh: Eckoh wins Payment Innovation of the Year at last night’s #PaymentAwards with its #securepayment solution for #ApplePay over a t…,1,0,Twitter for iPhone,2017-11-18 10:48:09,27201473,burtonash,Ashley Burton,2009-03-28 08:53:07,"Head of Product at @eckoh making #customerservice better and #payments more secure & convenient. Also love #photography, #hamradio (M0TNC)",344,1090,England,Hawaii
119,931836367788740614,RT @cpsross: @Eckoh's pay-on-a-phonecall-using Apple Pay won Payments Innovation of the Year at #PaymentsAwards this evening. #VeryProud #A…,1,0,Twitter for iPhone,2017-11-18 10:47:57,27201473,burtonash,Ashley Burton,2009-03-28 08:53:07,"Head of Product at @eckoh making #customerservice better and #payments more secure & convenient. Also love #photography, #hamradio (M0TNC)",344,1090,England,Hawaii
120,931821408287682562,The latest Daily 雷蔵! https://t.co/SbjCHd2OMZ Thanks to @dankeidanshi #人口知能 #applepay,0,0,Paper.li,2017-11-18 09:48:30,81530470,hiwata_ah,hiwata,2009-10-11 06:07:18,生きてました,858,563,東京都,Tokyo
121,931815905125916672,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPad,2017-11-18 09:26:38,88086322,mggim,MGG-IM,2009-11-07 01:46:55,"Soy diseñadora multimedial y CoolHunter. En mi estudio de diseño desarrollo proyectos multimediales, videojuegos educativos y social media.-",86,356,"Santa Fe, Argentina",Greenland
122,931812049587441664,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 09:11:19,310737120,giannsi,Mladjan Jovanovic,2011-06-04 08:04:18,,289,66,Zajecar,
123,931809521080643584,"Apple❤
.
.
#Apple #ApplePay #AppleMusic #AppleNews #iPhoneX #iPhone #iPhone8 #iPhone8Plus #iPhone7 #iPhone7Plus… https://t.co/5kNUOYUQoi",0,0,Twitter for Android,2017-11-18 09:01:16,870747067022540802,Mo7amed3laa_10,Mohamed A. Ebraheem,2017-06-02 21:00:53,13 Years old|Football is my hobby|I Love L. Messi|My fabvurite team is FC Barcelona,15,150,"North Sinai, Egypt",
124,931807083384786944,@TATravelCenters do you accept #ApplePay,0,0,Twitter Web Client,2017-11-18 08:51:35,38346644,scififan68,Ian M.,2009-05-07 02:33:30,,79,131,Midwest US,Central Time (US & Canada)
125,931806059647438849,"We are now accepting #ApplePay and contactless payments. Thanks, Mandy x https://t.co/tPlEo3zjL0",0,2,Twitter for iPhone,2017-11-18 08:47:31,45059808,bbl65pleasance,bbl 65 Pleasance,2009-06-06 02:13:19,"BBL 'HOME OF THE BEST BURGERS IN THE CITY' on @Lunchquest 2014 & 2015. In November 2013, we started making the now “FAMOUS” vegan Lorne sausage.",1393,1302,"65 Pleasance, Edinburgh",Edinburgh
126,931795625053642752,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 08:06:03,890112988144959488,jonathanjo70,Jonathan,2017-07-26 07:34:08,#PilotStudent || Drone Pilot || Future CEO and Chairman || iOS Swift Language Programming || I'm still waiting for her since the high school no matter what🙏🏻,20,149,"Jakarta Timur, DKI Jakarta",
127,931789646438248448,"RT @iBeckTech: #WhyIOnlyBuyOnline More like the only time I buy online is with  Pay. From someone who has had their card hacked before, it…",1,0,Twitter for iPhone,2017-11-18 07:42:18,242888232,JumpingJeff63,Jeff Meredith,2011-01-25 20:45:08,"Software Developer, GIS, Security, Geophysics, Apple Pay fan, Mtn Peak bagger, Cord cutter",446,685,,
128,931788635875115008,RT @newmanhaley: @Target plz get set up with ApplePay already,3,0,Twitter for iPhone,2017-11-18 07:38:17,242888232,JumpingJeff63,Jeff Meredith,2011-01-25 20:45:08,"Software Developer, GIS, Security, Geophysics, Apple Pay fan, Mtn Peak bagger, Cord cutter",446,685,,
129,931787776638509056,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 07:34:52,242888232,JumpingJeff63,Jeff Meredith,2011-01-25 20:45:08,"Software Developer, GIS, Security, Geophysics, Apple Pay fan, Mtn Peak bagger, Cord cutter",446,685,,
130,931782009592086528,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 07:11:57,51134756,tk3738,Prof. Walter,2009-06-26 17:02:38,Teacher |  Senior Mac/iOS Support | Leadership training | Lifestyle Blogger | Wellness coach | Fan of Sci-Fi | Cosplayer | Charity work | Inspiring Others.,1071,875,,Lisbon
131,931781950825738240,RT @n0rm: Gotta say - #ApplePay auth via #TouchID on iPhone to buy things on the web via laptop is outstanding,1,0,Twitter for iPhone,2017-11-18 07:11:43,795162,stroker,lewis richards,2007-02-26 14:21:22,Cooking up a storm with @DXCTechnology #upgradeyourself Digital World Explorer. Welsh Morpheus,28151,8239,"Ixworth, England",London
132,931777203557289984,Time to always have cash on hand when running errands! When will these kettles accept #ApplePay?! @SalvationArmyUS https://t.co/oLfhdYw6iI,0,3,Twitter for iPhone,2017-11-18 06:52:51,23396302,mjriebel,Michael Riebel,2009-03-09 03:25:31,Travel & Entertainment Program Administrator at @MAMortensonCo | @DrakeUniversity Accounting & Management grad | #GoPackGo,819,777,"St Louis Park, MN",Central Time (US & Canada)
133,931775555573374976,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter Web Client,2017-11-18 06:46:18,799207768947363840,212Hosting,212 hosting,2016-11-17 11:09:15,#212hosting,21,96,,Pacific Time (US & Canada)
134,931765652670615552,"RT @PassKit: Where can you use #ApplePay, #AndroidPay, and #SamsungPay? Check out the updated list of countries here: https://t.co/YziwnQNz…",1,0,Twitter for Android,2017-11-18 06:06:57,779792903707262982,virtrics,Virtrics,2016-09-24 21:21:30,Virtual Metrics -- RAD and ERD prototyping. We'll get you to MVP in 36 hours so that you can make critical business decisions today!,12,69,"Cape Town, South Africa",
135,931759100177793024,Using #ApplePay on the #iPhoneX is simply amazing.,1,1,Twitter for iPhone,2017-11-18 05:40:55,70603089,JIM_E824,JIMMY MENDOZA,2009-09-01 05:03:48,,140,482,"San Jose, CA",Pacific Time (US & Canada)
136,931752771493040128,@Apple iCloud does not support #ApplePay... why? 🤔,0,0,Twitter for iPhone,2017-11-18 05:15:46,402962461,MelvinPerezCx,Melvin Pérez-Cedano,2011-11-01 20:38:12,I help people build better software better. Nothing I say here represents my employer. 🇩🇴,161,125,"Seattle, WA",
137,931751927553048576,@gte @gruber @jimcorreia @jessiechar The lock animation and the ApplePay press twice prompt will also become much more subtle,0,0,Twitter for iPhone,2017-11-18 05:12:25,7393862,jtregear,Jonathan Tregear,2007-07-11 05:48:53,,143,1015,New Mexico,Mountain Time (US & Canada)
138,931750915505352704,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter Web Client,2017-11-18 05:08:24,912710614312787968,iPhone8XCases,iPhone8XCases,2017-09-26 16:09:02,"Best iPhone 8 Cases & Accessories The iPhone 8 will have a major design refresh. With that change, we are also getting new cases! iPhone 8 Cases! iPhone X",0,5,worldwide,
139,931744603778162688,"Can Jack Dorsey do a Musk move and merge Twitter with Square to beat Facebook, ApplePay cash, Paypal at instant/dir… https://t.co/jK7L4Q669s",0,0,Twitter Web Client,2017-11-18 04:43:19,54907975,EvolvingViews,EvolvingViews,2009-07-08 14:18:18,"I use this to share my technology and business views, also available from http://t.co/Y6lJWqoFMs - #Technologist #Strategist #Entrepreneur #MBA #China",1020,177,"22.367072,114.05898",London
140,931742612632903680,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 04:35:24,1647298686,moazashraf007,Moaz Ashraf,2013-08-05 08:53:36,,142,21,Kolkata,Kolkata
141,931736793334145024,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 04:12:17,799468876870324224,quamecia,Quamecia Thomas,2016-11-18 04:26:48,PhotograpHER of QBT Photography,9,51,"South Carolina, USA",
142,931720389859860480,@iPhoneHackx I still find double-tapping the power button to activate #ApplePay a bit clumbsy. I often forget that… https://t.co/B0m76rvvlP,0,0,Tweetbot for iΟS,2017-11-18 03:07:06,18599131,btaroli,Bill Taroli,2009-01-04 09:04:07,"Into cars, photography, technology, LGBT issues, current events, politics, parenting, and my friends.",327,108,"SF Bay Area, CA",Pacific Time (US & Canada)
143,931718338253938688,"RT @AppleSupport: Forget your wallet. Set up Apple Pay, and shop with just your iPhone or Apple Watch. 

Learn more: https://t.co/ENfwjHHQH…",210,0,Twitter for iPhone,2017-11-18 02:58:56,15054207,rparada,rparada,2008-06-09 05:02:51,"WebObjects Developer since 1996 and Objective-C, AppKit (a.k.a. Cocoa) and EOF prior to that for 4 years.  Wrote device drivers for NeXTSTEP for Intel at NeXT.",126,184,Miami FL,Eastern Time (US & Canada)
144,931716922583822336,"Apple Scams America: Huge Tax Breaks, No Plans for U.S. Jobs From Most V... https://t.co/uqHuxir3SB via @YouTube… https://t.co/8Nnmx12Ylu",0,0,Twitter for iPad,2017-11-18 02:53:19,16618211,terrieJ123,terrieJ123,2008-10-06 19:12:08,"Born in Miami Fl, of Cuban descent, and wife of Iranian atheist.",122,394,"Los Angeles,  CA",
145,931716229554827269,"trying to pay at @mcdonalds in japan:

#applepay = #fail🐳 
@visa &amp; @america express = #fail🐳
cash = success

so muc… https://t.co/McFyGjAnwT",0,3,Twitter for iPhone,2017-11-18 02:50:34,24789771,arishah,ari. ☀️🌴🙌🏻,2009-03-16 22:59:37,✌🏻♥️🦄,181,178,,Pacific Time (US & Canada)
146,931714247146528768,@Target plz get set up with ApplePay already,3,2,Twitter for iPhone,2017-11-18 02:42:41,17800836,newmanhaley,Haley McDougall,2008-12-02 05:31:46,prone to wander,286,106,"Greenville, SC",Eastern Time (US & Canada)
147,931710300146958336,"RT @101babich: Payment Revolution: How Apple and Android Are Changing How We Pay for Products Today

https://t.co/Bd4C5STZri

#UX #UI #desi…",6,0,TweetCaster for Android,2017-11-18 02:27:00,40677549,cho2MLHC,Kukuh Syafaat,2009-05-17 15:33:46,"FOSS Enthusiast & Part Time Musician || Contact: kukuh[at]syafaat[dot]id ||
Some tweets by bots",1808,606,+62,Jakarta
